CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,fullname
14090,MS.,JENNIFER,LEWIS,1977-10-16,M,F,jennifer48@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,MS.JENNIFERLEWIS
14092,MR.,MAURICE,NATH,1977-11-24,S,M,maurice19@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,Y,MR.MAURICENATH
14093,MS.,JILLIAN,ARTHUR,1977-04-19,S,F,jillian7@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,Y,MS.JILLIANARTHUR
14094,MS.,AMANDA,RUSSELL,1977-05-10,S,F,amanda41@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,MS.AMANDARUSSELL
14095,MS.,PAIGE,GRIFFIN,1976-09-10,M,F,paige20@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MS.PAIGEGRIFFIN
14096,MR.,SAMUEL,GREEN,1979-08-20,S,M,samuel45@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,MR.SAMUELGREEN
14097,MR.,JOHNATHAN,SRINI,1979-09-26,M,M,johnathan10@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MR.JOHNATHANSRINI
14098,MS.,ALLISON,LOPEZ,1979-04-24,M,F,allison44@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MS.ALLISONLOPEZ
14099,MR.,RAFAEL,LIN,1939-11-24,M,M,rafael8@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,MR.RAFAELLIN
14100,MRS.,ALISHA,XU,1941-05-19,M,F,alisha29@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,MRS.ALISHAXU
14101,MR.,FRANKLIN,LAL,1942-09-11,M,M,franklin26@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,MR.FRANKLINLAL
14102,MRS.,LISA,HUANG,1942-02-27,S,F,lisa9@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y,MRS.LISAHUANG
14103,MRS.,MONIQUE,BLANCO,1943-10-06,S,F,monique12@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,MRS.MONIQUEBLANCO
14105,MR.,JACKSON,ZHANG,1976-12-04,S,M,jackson25@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,MR.JACKSONZHANG
14106,MS.,MELISSA,HUGHES,1976-01-13,S,F,melissa6@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,MS.MELISSAHUGHES
14107,MS.,ALEXANDRA,GARCIA,1975-07-24,S,F,alexandra80@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MS.ALEXANDRAGARCIA
14108,MR.,THOMAS,YANG,1975-04-07,S,M,thomas30@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MR.THOMASYANG
14109,MR.,AIDAN,GONZALES,1974-08-23,M,M,aidan18@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,N,MR.AIDANGONZALES
14110,MR.,DAKOTA,SIMMONS,1973-06-11,S,M,dakota12@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N,MR.DAKOTASIMMONS
14111,MR.,MICHAEL,ANDERSON,1972-11-22,S,M,michael42@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N,MR.MICHAELANDERSON
14112,MR.,CHARLES,SANCHEZ,1972-11-06,S,M,charles65@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N,MR.CHARLESSANCHEZ
14113,MS.,NATALIE,LOPEZ,1972-04-22,S,F,natalie64@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N,MS.NATALIELOPEZ
14114,MS.,CHLOE,MARTIN,1972-01-07,M,F,chloe25@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N,MS.CHLOEMARTIN
14115,MS.,SAMANTHA,GONZALES,1972-06-04,S,F,samantha39@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,MS.SAMANTHAGONZALES
14116,MS.,BRIANNA,TORRES,1968-02-18,S,F,brianna40@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,MS.BRIANNATORRES
14117,MS.,EMMA,COOK,1968-10-23,S,F,emma29@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,MS.EMMACOOK
14118,MRS.,ELIZABETH,ROSS,1967-07-14,S,F,elizabeth33@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y,MRS.ELIZABETHROSS
14119,MS.,PAIGE,COOPER,1967-06-11,S,F,paige32@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,Y,MS.PAIGECOOPER
14120,MS.,GABRIELLE,COOPER,1967-06-17,M,F,gabrielle9@adventure-works.com,"$120,000 ",0,Bachelors,Management,Y,MS.GABRIELLECOOPER
14121,MR.,DEVON,GOEL,1967-07-13,S,M,devon16@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,N,MR.DEVONGOEL
14122,MRS.,KAITLYN,MILLER,1942-02-13,M,F,kaitlyn28@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y,MRS.KAITLYNMILLER
14123,MR.,ERICK,MEHTA,1979-12-11,M,M,erick13@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y,MR.ERICKMEHTA
14124,MR.,JUSTIN,LI,1980-09-11,M,M,justin23@adventure-works.com,"$10,000 ",0,Partial College,Manual,N,MR.JUSTINLI
14125,MR.,SHANE,GONZALEZ,1978-05-19,S,M,shane21@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y,MR.SHANEGONZALEZ
14126,MR.,ANDY,DOMINGUEZ,1978-10-13,M,M,andy17@adventure-works.com,"$10,000 ",0,Partial College,Manual,N,MR.ANDYDOMINGUEZ
14127,MS.,LACEY,ZHANG,1976-02-08,M,F,lacey12@adventure-works.com,"$10,000 ",0,High School,Manual,Y,MS.LACEYZHANG
14128,MR.,IAN,HARRIS,1979-01-20,S,M,ian13@adventure-works.com,"$10,000 ",1,High School,Manual,N,MR.IANHARRIS
14129,MS.,MONICA,MARTINEZ,1979-10-18,M,F,monica17@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,MS.MONICAMARTINEZ
14130,MS.,REBEKAH,SERRANO,1979-03-14,M,F,rebekah36@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,N,MS.REBEKAHSERRANO
14132,MR.,BRANDON,ROSS,1977-01-20,S,M,brandon1@adventure-works.com,"$10,000 ",1,High School,Manual,N,MR.BRANDONROSS
14133,MR.,RICARDO,KUMAR,1977-11-16,S,M,ricardo7@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,MR.RICARDOKUMAR
14134,MS.,CASSANDRA,FERNANDEZ,1977-06-13,S,F,cassandra17@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,MS.CASSANDRAFERNANDEZ
14135,MR.,CLAYTON,XIE,1943-08-10,M,M,clayton23@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,MR.CLAYTONXIE
14136,MR.,LOUIS,SHE,1943-04-05,M,M,louis17@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,MR.LOUISSHE
14137,MRS.,JOY,RUIZ,1943-10-06,M,F,joy3@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,MRS.JOYRUIZ
14138,MR.,VINCENT,HE,1943-10-16,S,M,vincent18@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,MR.VINCENTHE
14139,MRS.,MEREDITH,SAI,1961-03-25,M,F,meredith4@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y,MRS.MEREDITHSAI
14140,MRS.,MEAGAN,SAI,1961-07-08,M,F,meagan6@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y,MRS.MEAGANSAI
14141,MRS.,ANA,BRYANT,1960-06-11,S,F,ana16@adventure-works.com,"$10,000 ",1,High School,Manual,N,MRS.ANABRYANT
14142,MR.,DAMIEN,ZHENG,1960-09-13,M,M,damien15@adventure-works.com,"$10,000 ",1,High School,Manual,Y,MR.DAMIENZHENG
14143,MRS.,JILL,SANDOVAL,1960-03-13,S,F,jill28@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,MRS.JILLSANDOVAL
14144,MR.,LEE,GUTIERREZ,1959-10-11,M,M,lee9@adventure-works.com,"$10,000 ",1,High School,Manual,Y,MR.LEEGUTIERREZ
14145,MR.,JESSIE,YE,1959-02-15,S,M,jessie14@adventure-works.com,"$10,000 ",1,High School,Manual,N,MR.JESSIEYE
14146,MRS.,TONI,SARA,1959-07-22,M,F,toni10@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,MRS.TONISARA
14147,MR.,MARCUS,RIVERA,1958-03-17,M,M,marcus83@adventure-works.com,"$30,000 ",1,Graduate Degree,Clerical,Y,MR.MARCUSRIVERA
14148,MR.,SHAUN,SHARMA,1958-03-12,M,M,shaun10@adventure-works.com,"$30,000 ",1,Graduate Degree,Clerical,Y,MR.SHAUNSHARMA
14149,MR.,DONALD,SRINI,1960-10-27,M,M,donald10@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y,MR.DONALDSRINI
14150,MR.,BILLY,MUNOZ,1959-02-21,M,M,billy9@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y,MR.BILLYMUNOZ
14151,MRS.,MARIE,MARTIN,1970-10-26,S,F,marie24@adventure-works.com,"$10,000 ",2,High School,Manual,Y,MRS.MARIEMARTIN
14152,MR.,LUKE,TURNER,1970-03-10,S,M,luke36@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,MR.LUKETURNER
14153,MR.,DYLAN,LEWIS,1970-11-14,S,M,dylan51@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,MR.DYLANLEWIS
14154,MR.,WILLIE,GAO,1970-10-09,M,M,willie13@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,MR.WILLIEGAO
14155,MS.,OLIVIA,MORRIS,1970-09-10,M,F,olivia26@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MS.OLIVIAMORRIS
14156,MR.,PRESTON,GONZALEZ,1969-05-18,S,M,preston16@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,MR.PRESTONGONZALEZ
14157,MR.,WILLIE,XU,1969-04-14,S,M,willie10@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,MR.WILLIEXU
14158,MR.,CRAIG,MORENO,1969-02-04,S,M,craig7@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MR.CRAIGMORENO
14159,MR.,JAY,MALHOTRA,1969-11-12,S,M,jay11@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MR.JAYMALHOTRA
14160,MS.,BRITTNEY,HU,1969-07-05,M,F,brittney19@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MS.BRITTNEYHU
14161,MS.,CLAUDIA,LI,1969-02-02,S,F,claudia2@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MS.CLAUDIALI
14162,MR.,BRETT,GARCIA,1969-11-18,M,M,brett14@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MR.BRETTGARCIA
14163,MS.,EBONY,GARCIA,1969-10-23,M,F,ebony15@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,MS.EBONYGARCIA
14165,MS.,NATALIE,GRAY,1969-04-28,S,F,natalie18@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,MS.NATALIEGRAY
14166,MRS.,ELIZABETH,JENKINS,1922-10-11,M,F,elizabeth36@adventure-works.com,"$10,000 ",3,Bachelors,Clerical,N,MRS.ELIZABETHJENKINS
14167,MRS.,PAMELA,SUBRAM,1951-04-02,S,F,pamela16@adventure-works.com,"$10,000 ",3,Partial College,Manual,Y,MRS.PAMELASUBRAM
14168,MR.,EDWIN,GUO,1951-09-25,M,M,edwin18@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,MR.EDWINGUO
14169,MRS.,CARMEN,MARTINEZ,1968-04-16,S,F,carmen2@adventure-works.com,"$10,000 ",3,High School,Manual,Y,MRS.CARMENMARTINEZ
14170,MRS.,REBEKAH,MORENO,1968-11-02,S,F,rebekah26@adventure-works.com,"$10,000 ",3,High School,Manual,Y,MRS.REBEKAHMORENO
14171,MRS.,MICHELE,LAL,1944-09-05,S,F,michele9@adventure-works.com,"$90,000 ",5,Partial College,Professional,N,MRS.MICHELELAL
14172,MRS.,CARLA,GARCIA,1944-04-21,S,F,carla17@adventure-works.com,"$130,000 ",3,Bachelors,Management,N,MRS.CARLAGARCIA
14173,MRS.,TONYA,SHAN,1945-04-21,M,F,tonya10@adventure-works.com,"$70,000 ",5,High School,Professional,Y,MRS.TONYASHAN
14174,MR.,ALBERTO,DIAZ,1945-09-08,M,M,alberto4@adventure-works.com,"$70,000 ",5,High School,Professional,Y,MR.ALBERTODIAZ
14175,MRS.,CYNTHIA,MEHTA,1945-05-20,M,F,cynthia19@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y,MRS.CYNTHIAMEHTA
14176,,MINDY,RAI,1946-03-08,M,NA,mindy22@adventure-works.com,"$80,000 ",5,Partial College,Professional,N,MINDYRAI
14177,MR.,KENNETH,NARA,1946-05-22,M,M,kenneth13@adventure-works.com,"$80,000 ",5,Partial College,Professional,N,MR.KENNETHNARA
14178,MRS.,KATIE,RAJE,1946-09-15,S,F,katie16@adventure-works.com,"$90,000 ",5,Partial College,Professional,N,MRS.KATIERAJE
14179,MRS.,CLAUDIA,XU,1946-04-26,S,F,claudia11@adventure-works.com,"$100,000 ",2,Bachelors,Management,Y,MRS.CLAUDIAXU
14180,MR.,HENRY,PATEL,1946-05-05,M,M,henry5@adventure-works.com,"$100,000 ",2,Bachelors,Management,Y,MR.HENRYPATEL
14181,MRS.,ADRIANA,CHANDRA,1946-12-02,M,F,adriana2@adventure-works.com,"$100,000 ",3,Bachelors,Management,Y,MRS.ADRIANACHANDRA
14182,MR.,STEVE,LIN,1954-09-20,M,M,steve11@adventure-works.com,"$110,000 ",3,Partial College,Professional,Y,MR.STEVELIN
14184,MR.,CALEB,JENKINS,1953-10-27,M,M,caleb3@adventure-works.com,"$170,000 ",0,Bachelors,Management,Y,MR.CALEBJENKINS
14185,MR.,FRANK,VAZQUEZ,1952-11-19,S,M,frank22@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,MR.FRANKVAZQUEZ
14186,MRS.,KATRINA,TANG,1952-06-26,M,F,katrina3@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,MRS.KATRINATANG
14187,MR.,EUGENE,LU,1952-09-24,M,M,eugene15@adventure-works.com,"$100,000 ",3,Partial College,Professional,Y,MR.EUGENELU
14188,MRS.,MEAGAN,SANCHEZ,1951-11-07,M,F,meagan18@adventure-works.com,"$80,000 ",4,High School,Professional,Y,MRS.MEAGANSANCHEZ
14189,MRS.,KRISTA,MARTIN,1951-09-01,M,F,krista0@adventure-works.com,"$90,000 ",4,High School,Professional,N,MRS.KRISTAMARTIN
14190,MRS.,CANDACE,PATEL,1951-05-23,M,F,candace2@adventure-works.com,"$90,000 ",4,High School,Professional,Y,MRS.CANDACEPATEL
14191,MR.,DERRICK,MARTIN,1951-01-15,M,M,derrick0@adventure-works.com,"$160,000 ",4,Partial College,Professional,N,MR.DERRICKMARTIN
14192,MR.,RONALD,KAPOOR,1950-08-23,M,M,ronald3@adventure-works.com,"$90,000 ",4,High School,Management,Y,MR.RONALDKAPOOR
14194,MRS.,CASSIE,RAI,1950-01-26,M,F,cassie16@adventure-works.com,"$120,000 ",4,Partial College,Management,N,MRS.CASSIERAI
14198,MRS.,DAISY,ROMERO,1949-11-12,M,F,daisy5@adventure-works.com,"$110,000 ",4,High School,Management,Y,MRS.DAISYROMERO
14199,MR.,SAMUEL,ANDERSON,1949-07-02,M,M,samuel66@adventure-works.com,"$130,000 ",4,High School,Management,Y,MR.SAMUELANDERSON
14200,MRS.,COLLEEN,GOEL,1948-10-07,M,F,colleen42@adventure-works.com,"$70,000 ",5,Partial High School,Skilled Manual,Y,MRS.COLLEENGOEL
14201,MRS.,MARIE,SERRANO,1948-04-10,M,F,marie40@adventure-works.com,"$80,000 ",5,High School,Management,Y,MRS.MARIESERRANO
14202,MR.,CLAYTON,ZENG,1948-07-19,S,M,clayton19@adventure-works.com,"$90,000 ",4,Partial High School,Skilled Manual,Y,MR.CLAYTONZENG
14203,MR.,SETH,RODRIGUEZ,1947-05-14,S,M,seth19@adventure-works.com,"$80,000 ",5,High School,Management,Y,MR.SETHRODRIGUEZ
14204,MRS.,CHELSEA,SARA,1947-08-09,M,F,chelsea11@adventure-works.com,"$80,000 ",5,Partial High School,Skilled Manual,N,MRS.CHELSEASARA
14205,MR.,WESLEY,WU,1947-04-23,S,M,wesley7@adventure-works.com,"$90,000 ",5,Partial High School,Skilled Manual,Y,MR.WESLEYWU
14206,MR.,EDWIN,WEST,1947-07-06,M,M,edwin1@adventure-works.com,"$100,000 ",4,Partial High School,Professional,N,MR.EDWINWEST
14207,MR.,JOS?,SARAIVA,1947-09-21,M,M,jos?5@adventure-works.com,"$110,000 ",4,Partial High School,Professional,Y,MR.JOS?SARAIVA
14208,MR.,EUGENE,XU,1947-08-22,S,M,eugene16@adventure-works.com,"$120,000 ",5,High School,Management,Y,MR.EUGENEXU
14209,MR.,CRAIG,RAMOS,1975-04-09,M,M,craig16@adventure-works.com,"$60,000 ",0,Bachelors,Professional,Y,MR.CRAIGRAMOS
14210,MS.,JENNY,TANG,1976-10-27,M,F,jenny27@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,MS.JENNYTANG
14211,MS.,EMMA,BRADLEY,1975-03-15,S,F,emma31@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MS.EMMABRADLEY
14212,MR.,ERICK,MADAN,1975-05-03,S,M,erick7@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,MR.ERICKMADAN
14213,MS.,AUTUMN,GUO,1975-11-11,M,F,autumn17@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,MS.AUTUMNGUO
14214,MS.,ROBYN,MUNOZ,1975-06-26,S,F,robyn5@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,MS.ROBYNMUNOZ
14215,MS.,STACEY,YANG,1975-06-05,S,F,stacey5@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MS.STACEYYANG
14216,MR.,EDWIN,ZHENG,1974-11-06,S,M,edwin20@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MR.EDWINZHENG
14217,MR.,TERRANCE,LOPEZ,1974-04-25,S,M,terrance14@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,MR.TERRANCELOPEZ
14218,MR.,KARL,KUMAR,1974-02-08,S,M,karl8@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MR.KARLKUMAR
14219,MS.,CHRISTY,YE,1974-11-01,S,F,christy9@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MS.CHRISTYYE
14220,MS.,LATASHA,ROMERO,1974-07-20,M,F,latasha9@adventure-works.com,"$100,000 ",0,High School,Management,Y,MS.LATASHAROMERO
14221,MR.,GLENN,ZHAO,1972-04-05,S,M,glenn11@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,MR.GLENNZHAO
14222,MS.,DAWN,ZHANG,1972-07-27,S,F,dawn1@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,MS.DAWNZHANG
14223,MR.,LARRY,RUBIO,1972-05-28,M,M,larry23@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,MR.LARRYRUBIO
14224,MS.,TAMARA,SHE,1973-09-21,S,F,tamara12@adventure-works.com,"$110,000 ",0,Partial College,Management,Y,MS.TAMARASHE
14225,MS.,ALISHA,CHEN,1972-05-27,M,F,alisha2@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MS.ALISHACHEN
14226,MS.,HEIDI,MEHTA,1972-07-26,S,F,heidi16@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MS.HEIDIMEHTA
14227,MS.,ALISON,XU,1972-10-21,M,F,alison4@adventure-works.com,"$100,000 ",0,High School,Management,Y,MS.ALISONXU
14228,MR.,ARTURO,RAJE,1971-08-21,S,M,arturo39@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,MR.ARTURORAJE
14229,MR.,ALLEN,PEREZ,1971-07-06,S,M,allen19@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,MR.ALLENPEREZ
14230,MR.,LUIS,COLEMAN,1971-07-11,S,M,luis4@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MR.LUISCOLEMAN
14231,MS.,KARI,SAI,1972-08-05,M,F,kari7@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y,MS.KARISAI
14232,MR.,OMAR,HUANG,1971-03-18,M,M,omar6@adventure-works.com,"$100,000 ",0,High School,Management,Y,MR.OMARHUANG
14233,MR.,RICARDO,SHE,1971-06-27,S,M,ricardo0@adventure-works.com,"$100,000 ",0,High School,Management,Y,MR.RICARDOSHE
14234,MS.,GINA,ROMERO,1970-06-17,S,F,gina9@adventure-works.com,"$100,000 ",0,High School,Management,Y,MS.GINAROMERO
14235,MR.,LARRY,ALVAREZ,1970-05-21,M,M,larry6@adventure-works.com,"$100,000 ",0,Partial High School,Professional,N,MR.LARRYALVAREZ
14236,MS.,ABIGAIL,RICHARDSON,1970-11-26,M,F,abigail14@adventure-works.com,"$110,000 ",0,High School,Management,Y,MS.ABIGAILRICHARDSON
14237,MS.,KATE,ANDERSEN,1970-04-11,M,F,kate10@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y,MS.KATEANDERSEN
14238,MR.,JAY,GONZALEZ,1970-06-04,M,M,jay25@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y,MR.JAYGONZALEZ
14239,MRS.,MARIA,PETERSON,1941-06-19,M,F,maria17@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,MRS.MARIAPETERSON
14240,MRS.,CAROLINE,FOSTER,1941-06-18,M,F,caroline17@adventure-works.com,"$80,000 ",4,Bachelors,Management,N,MRS.CAROLINEFOSTER
14241,MRS.,GRACE,WOOD,1941-10-27,M,F,grace49@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y,MRS.GRACEWOOD
14242,MR.,RAFAEL,YE,1942-06-02,M,M,rafael10@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,MR.RAFAELYE
14243,MRS.,GREGORY,WINSTON,1942-04-04,S,F,gregory27@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y,MRS.GREGORYWINSTON
14244,MRS.,JENNIFER,GRIFFIN,1942-03-11,M,F,jennifer94@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y,MRS.JENNIFERGRIFFIN
14245,MRS.,ANA,RUSSELL,1942-11-02,M,F,ana18@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y,MRS.ANARUSSELL
14246,MR.,DEVIN,GARCIA,1942-03-07,S,M,devin15@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y,MR.DEVINGARCIA
14247,MR.,HUNTER,ALLEN,1942-02-27,M,M,hunter57@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y,MR.HUNTERALLEN
14248,MRS.,MISTY,TANG,1942-03-02,M,F,misty5@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,MRS.MISTYTANG
14249,MR.,EDUARDO,THOMAS,1942-01-09,M,M,eduardo9@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y,MR.EDUARDOTHOMAS
14250,MR.,ADAM,COLLINS,1942-08-03,S,M,adam32@adventure-works.com,"$130,000 ",2,Bachelors,Management,N,MR.ADAMCOLLINS
14251,MR.,ALEX,BROOKS,1942-08-22,M,M,alex4@adventure-works.com,"$170,000 ",2,Graduate Degree,Management,Y,MR.ALEXBROOKS
14252,MRS.,DESTINY,COOK,1943-06-04,M,F,destiny28@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,MRS.DESTINYCOOK
14253,MR.,EDUARDO,SCOTT,1943-10-20,S,M,eduardo29@adventure-works.com,"$110,000 ",2,Bachelors,Management,Y,MR.EDUARDOSCOTT
14254,MRS.,TABITHA,GILL,1943-09-01,M,F,tabitha34@adventure-works.com,"$110,000 ",2,Bachelors,Management,N,MRS.TABITHAGILL
14255,MR.,JONATHAN,JACKSON,1943-02-26,S,M,jonathan65@adventure-works.com,"$110,000 ",2,Bachelors,Management,Y,MR.JONATHANJACKSON
14256,MRS.,ELIZABETH,ROBINSON,1943-05-17,S,F,elizabeth22@adventure-works.com,"$170,000 ",2,Graduate Degree,Management,N,MRS.ELIZABETHROBINSON
14257,MR.,JAMES,CARTER,1943-02-01,M,M,james60@adventure-works.com,"$170,000 ",2,Graduate Degree,Management,Y,MR.JAMESCARTER
14258,MRS.,HALEY,FOSTER,1944-07-18,S,F,haley35@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MRS.HALEYFOSTER
14259,MR.,ANTONIO,FLORES,1953-03-03,S,M,antonio12@adventure-works.com,"$40,000 ",3,Partial College,Skilled Manual,Y,MR.ANTONIOFLORES
14260,MR.,FRANK,RUIZ,1953-12-10,S,M,frank32@adventure-works.com,"$40,000 ",3,Partial College,Skilled Manual,Y,MR.FRANKRUIZ
14262,MR.,JON,HE,1953-11-11,M,M,jon39@adventure-works.com,"$70,000 ",2,Graduate Degree,Management,Y,MR.JONHE
14263,MRS.,NINA,LAL,1954-02-24,S,F,nina9@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,Y,MRS.NINALAL
14264,MR.,KARL,LAL,1954-02-08,S,M,karl9@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,N,MR.KARLLAL
14265,MR.,GARRETT,BELL,1975-03-17,S,M,garrett18@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y,MR.GARRETTBELL
14266,MR.,CORY,PATEL,1975-05-27,M,M,cory1@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y,MR.CORYPATEL
14267,MS.,LAUREN,WOOD,1975-09-13,S,F,lauren49@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,N,MS.LAURENWOOD
14268,MS.,ISABELLA,ROBERTS,1975-02-17,S,F,isabella43@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,MS.ISABELLAROBERTS
14269,MR.,TONY,SHE,1975-11-19,M,M,tony3@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,MR.TONYSHE
14270,MR.,JAMES,ROSS,1975-01-25,S,M,james19@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N,MR.JAMESROSS
14271,MR.,LUCAS,WRIGHT,1974-03-03,M,M,lucas43@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,MR.LUCASWRIGHT
14272,MS.,SYDNEY,WARD,1974-03-03,S,F,sydney13@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,MS.SYDNEYWARD
14273,MR.,ANGEL,PARKER,1973-05-05,S,M,angel21@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N,MR.ANGELPARKER
14274,MR.,EDWARD,WILLIAMS,1976-07-09,M,M,edward24@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,MR.EDWARDWILLIAMS
14275,MR.,ARTHUR,PRASAD,1955-02-02,S,M,arthur11@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,MR.ARTHURPRASAD
14276,MRS.,MELODY,SUAREZ,1955-07-10,S,F,melody19@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,MRS.MELODYSUAREZ
